Repeat,VAR2,Point,Device Voltage,Device Current,Device Time,LED Voltage,LED Current,LED Time,Device Current,,6.19E-07
1,1,1,2.00E+01,9.83E-09,2.42E-02,1.26E-02,-1.00E-12,2.42E-02,9.83E-09,,
1,1,2,2.00E+01,1.08E-08,5.82E-02,1.16E-02,1.00E-12,5.82E-02,1.08E-08,,
1,1,3,2.00E+01,1.05E-08,1.08E-01,7.97E-03,1.00E-12,1.08E-01,1.05E-08,,
1,1,4,2.00E+01,1.01E-08,1.59E-01,4.29E-03,1.00E-12,1.59E-01,1.01E-08,,
1,1,5,2.00E+01,9.72E-09,2.10E-01,8.36E-04,1.00E-12,2.10E-01,9.72E-09,,
1,1,6,2.00E+01,9.39E-09,2.61E-01,-2.26E-03,1.00E-12,2.61E-01,9.39E-09,,
1,1,7,2.00E+01,9.06E-09,3.11E-01,-5.45E-03,1.00E-12,3.11E-01,9.06E-09,,
1,1,8,2.00E+01,8.66E-09,3.62E-01,-7.89E-03,0.00E+00,3.62E-01,8.66E-09,,
1,1,9,2.00E+01,8.37E-09,4.13E-01,-9.58E-03,1.00E-12,4.13E-01,8.37E-09,,
1,1,10,2.00E+01,8.21E-09,4.63E-01,-1.25E-02,1.00E-12,4.63E-01,8.21E-09,,
1,1,11,2.00E+01,7.94E-09,5.14E-01,-1.39E-02,1.00E-12,5.14E-01,7.94E-09,,
1,1,12,2.00E+01,7.70E-09,5.75E-01,-1.59E-02,1.00E-12,5.75E-01,7.70E-09,,
1,1,13,2.00E+01,7.45E-09,6.26E-01,-1.77E-02,0.00E+00,6.26E-01,7.45E-09,,
1,1,14,2.00E+01,7.33E-09,6.78E-01,-1.94E-02,0.00E+00,6.78E-01,7.33E-09,,
1,1,15,2.00E+01,7.13E-09,7.29E-01,-2.13E-02,1.00E-12,7.29E-01,7.13E-09,,
1,1,16,2.00E+01,7.03E-09,7.80E-01,-2.33E-02,1.00E-12,7.80E-01,7.03E-09,,
1,1,17,2.00E+01,6.85E-09,8.31E-01,-2.53E-02,0.00E+00,8.31E-01,6.85E-09,,
1,1,18,2.00E+01,6.70E-09,8.82E-01,-2.71E-02,1.00E-12,8.82E-01,6.70E-09,,
1,1,19,2.00E+01,6.61E-09,9.33E-01,-2.89E-02,0.00E+00,9.33E-01,6.61E-09,,
1,1,20,2.00E+01,6.48E-09,9.83E-01,-3.06E-02,1.00E-12,9.83E-01,6.48E-09,,
1,1,21,2.00E+01,6.40E-09,1.03E+00,-3.22E-02,0.00E+00,1.03E+00,6.40E-09,,
1,1,22,2.00E+01,6.28E-09,1.08E+00,-3.36E-02,0.00E+00,1.08E+00,6.28E-09,,
1,1,23,2.00E+01,6.17E-09,1.14E+00,-3.48E-02,1.00E-12,1.14E+00,6.17E-09,,
1,1,24,2.00E+01,6.09E-09,1.19E+00,-3.58E-02,1.00E-12,1.19E+00,6.09E-09,,
1,1,25,2.00E+01,6.03E-09,1.24E+00,-3.73E-02,1.00E-12,1.24E+00,6.03E-09,,
1,1,26,2.00E+01,5.89E-09,1.29E+00,-3.86E-02,0.00E+00,1.29E+00,5.89E-09,,
1,1,27,2.00E+01,5.88E-09,1.34E+00,-3.98E-02,0.00E+00,1.34E+00,5.88E-09,,
1,1,28,2.00E+01,5.77E-09,1.39E+00,-4.08E-02,0.00E+00,1.39E+00,5.77E-09,,
1,1,29,2.00E+01,5.74E-09,1.44E+00,-4.20E-02,0.00E+00,1.44E+00,5.74E-09,,
1,1,30,2.00E+01,5.63E-09,1.49E+00,-4.31E-02,1.00E-12,1.49E+00,5.63E-09,,
1,1,31,2.00E+01,5.56E-09,1.54E+00,-4.44E-02,1.00E-12,1.54E+00,5.56E-09,,
1,1,32,2.00E+01,5.51E-09,1.59E+00,-4.54E-02,1.00E-12,1.59E+00,5.51E-09,,
1,1,33,2.00E+01,5.46E-09,1.64E+00,-4.67E-02,0.00E+00,1.64E+00,5.46E-09,,
1,1,34,2.00E+01,5.40E-09,1.69E+00,-4.78E-02,1.00E-12,1.69E+00,5.40E-09,,
1,1,35,2.00E+01,5.35E-09,1.74E+00,-4.89E-02,1.00E-12,1.74E+00,5.35E-09,,
1,1,36,2.00E+01,5.31E-09,1.79E+00,-5.03E-02,1.00E-12,1.79E+00,5.31E-09,,
1,1,37,2.00E+01,5.25E-09,1.85E+00,-5.15E-02,0.00E+00,1.85E+00,5.25E-09,,
1,1,38,2.00E+01,5.21E-09,1.90E+00,-5.28E-02,0.00E+00,1.90E+00,5.21E-09,,
1,1,39,2.00E+01,5.11E-09,1.95E+00,-5.41E-02,1.00E-12,1.95E+00,5.11E-09,,
1,1,40,2.00E+01,5.10E-09,2.00E+00,-5.55E-02,1.00E-12,2.00E+00,5.10E-09,,
1,1,41,2.00E+01,5.05E-09,2.05E+00,-5.68E-02,0.00E+00,2.05E+00,5.05E-09,,
1,1,42,2.00E+01,5.02E-09,2.10E+00,-5.79E-02,0.00E+00,2.10E+00,5.02E-09,,
1,1,43,2.00E+01,4.97E-09,2.15E+00,-5.93E-02,0.00E+00,2.15E+00,4.97E-09,,
1,1,44,2.00E+01,4.92E-09,2.20E+00,-6.07E-02,0.00E+00,2.20E+00,4.92E-09,,
1,1,45,2.00E+01,4.89E-09,2.25E+00,-6.20E-02,1.00E-12,2.25E+00,4.89E-09,,
1,1,46,2.00E+01,4.85E-09,2.30E+00,-6.32E-02,0.00E+00,2.30E+00,4.85E-09,,
1,1,47,2.00E+01,4.82E-09,2.35E+00,-6.43E-02,0.00E+00,2.35E+00,4.82E-09,,
1,1,48,2.00E+01,4.76E-09,2.41E+00,-6.55E-02,0.00E+00,2.41E+00,4.76E-09,,
1,1,49,2.00E+01,4.72E-09,2.46E+00,-6.69E-02,0.00E+00,2.46E+00,4.72E-09,,
1,1,50,2.00E+01,4.66E-09,2.51E+00,-6.81E-02,0.00E+00,2.51E+00,4.66E-09,,
1,1,51,2.00E+01,4.68E-09,2.56E+00,-6.94E-02,1.00E-12,2.56E+00,4.68E-09,,
1,1,52,2.00E+01,4.59E-09,2.61E+00,-7.06E-02,0.00E+00,2.61E+00,4.59E-09,,
1,1,53,2.00E+01,4.62E-09,2.66E+00,-7.18E-02,0.00E+00,2.66E+00,4.62E-09,,
1,1,54,2.00E+01,4.54E-09,2.71E+00,-7.29E-02,0.00E+00,2.71E+00,4.54E-09,,
1,1,55,2.00E+01,4.54E-09,2.76E+00,-7.41E-02,1.00E-12,2.76E+00,4.54E-09,,
1,1,56,2.00E+01,4.49E-09,2.81E+00,-7.53E-02,1.00E-12,2.81E+00,4.49E-09,,
1,1,57,2.00E+01,4.44E-09,2.86E+00,-7.65E-02,1.00E-12,2.86E+00,4.44E-09,,
1,1,58,2.00E+01,4.43E-09,2.91E+00,-7.80E-02,0.00E+00,2.91E+00,4.43E-09,,
1,1,59,2.00E+01,4.43E-09,2.96E+00,-7.95E-02,0.00E+00,2.96E+00,4.43E-09,,
1,1,60,2.00E+01,4.43E-09,3.02E+00,-8.08E-02,0.00E+00,3.02E+00,4.43E-09,,
1,1,61,2.00E+01,4.33E-09,3.07E+00,-8.21E-02,0.00E+00,3.07E+00,4.33E-09,,
1,1,62,2.00E+01,4.36E-09,3.12E+00,-8.35E-02,0.00E+00,3.12E+00,4.36E-09,,
1,1,63,2.00E+01,4.30E-09,3.17E+00,-8.48E-02,0.00E+00,3.17E+00,4.30E-09,,
1,1,64,2.00E+01,4.33E-09,3.22E+00,-8.60E-02,1.00E-12,3.22E+00,4.33E-09,,
1,1,65,2.00E+01,4.24E-09,3.27E+00,-8.71E-02,0.00E+00,3.27E+00,4.24E-09,,
1,1,66,2.00E+01,4.26E-09,3.32E+00,-8.85E-02,0.00E+00,3.32E+00,4.26E-09,,
1,1,67,2.00E+01,4.21E-09,3.37E+00,-8.97E-02,0.00E+00,3.37E+00,4.21E-09,,
1,1,68,2.00E+01,4.20E-09,3.42E+00,-9.10E-02,0.00E+00,3.42E+00,4.20E-09,,
1,1,69,2.00E+01,4.17E-09,3.47E+00,-9.23E-02,1.00E-12,3.47E+00,4.17E-09,,
1,1,70,2.00E+01,4.15E-09,3.52E+00,-9.36E-02,0.00E+00,3.52E+00,4.15E-09,,
1,1,71,2.00E+01,4.11E-09,3.59E+00,-9.51E-02,0.00E+00,3.59E+00,4.11E-09,,
1,1,72,2.00E+01,4.07E-09,3.64E+00,-9.61E-02,0.00E+00,3.64E+00,4.07E-09,,
1,1,73,2.00E+01,4.09E-09,3.70E+00,-9.71E-02,0.00E+00,3.70E+00,4.09E-09,,
1,1,74,2.00E+01,4.04E-09,3.75E+00,-9.82E-02,1.00E-12,3.75E+00,4.04E-09,,
1,1,75,2.00E+01,4.07E-09,3.80E+00,-9.96E-02,1.00E-12,3.80E+00,4.07E-09,,
1,1,76,2.00E+01,3.99E-09,3.85E+00,-1.01E-01,0.00E+00,3.85E+00,3.99E-09,,
1,1,77,2.00E+01,4.04E-09,3.90E+00,-1.02E-01,0.00E+00,3.90E+00,4.04E-09,,
1,1,78,2.00E+01,3.97E-09,3.95E+00,-1.04E-01,0.00E+00,3.95E+00,3.97E-09,,
1,1,79,2.00E+01,4.03E-09,4.00E+00,-1.05E-01,0.00E+00,4.00E+00,4.03E-09,,
1,1,80,2.00E+01,3.94E-09,4.05E+00,-1.06E-01,1.00E-12,4.05E+00,3.94E-09,,
1,1,81,2.00E+01,3.93E-09,4.10E+00,-1.08E-01,1.00E-12,4.10E+00,3.93E-09,,
1,1,82,2.00E+01,3.92E-09,4.15E+00,-1.09E-01,1.00E-12,4.15E+00,3.92E-09,,
1,1,83,2.00E+01,3.88E-09,4.21E+00,-1.10E-01,0.00E+00,4.21E+00,3.88E-09,,
1,1,84,2.00E+01,3.91E-09,4.26E+00,-1.11E-01,0.00E+00,4.26E+00,3.91E-09,,
1,1,85,2.00E+01,3.85E-09,4.31E+00,-1.12E-01,0.00E+00,4.31E+00,3.85E-09,,
1,1,86,2.00E+01,3.88E-09,4.36E+00,-1.14E-01,0.00E+00,4.36E+00,3.88E-09,,
1,1,87,2.00E+01,3.80E-09,4.41E+00,-1.15E-01,0.00E+00,4.41E+00,3.80E-09,,
1,1,88,2.00E+01,3.83E-09,4.46E+00,-1.17E-01,0.00E+00,4.46E+00,3.83E-09,,
1,1,89,2.00E+01,3.80E-09,4.51E+00,-1.18E-01,0.00E+00,4.51E+00,3.80E-09,,
1,1,90,2.00E+01,3.80E-09,4.56E+00,-1.19E-01,0.00E+00,4.56E+00,3.80E-09,,
1,1,91,2.00E+01,3.78E-09,4.61E+00,-1.21E-01,1.00E-12,4.61E+00,3.78E-09,,
1,1,92,2.00E+01,3.77E-09,4.66E+00,-1.22E-01,0.00E+00,4.66E+00,3.77E-09,,
1,1,93,2.00E+01,3.77E-09,4.71E+00,-1.23E-01,0.00E+00,4.71E+00,3.77E-09,,
1,1,94,2.00E+01,3.72E-09,4.76E+00,-1.24E-01,0.00E+00,4.76E+00,3.72E-09,,
1,1,95,2.00E+01,3.71E-09,4.82E+00,-1.26E-01,0.00E+00,4.82E+00,3.71E-09,,
1,1,96,2.00E+01,3.68E-09,4.87E+00,-1.27E-01,0.00E+00,4.87E+00,3.68E-09,,
1,1,97,2.00E+01,3.72E-09,4.92E+00,-1.28E-01,0.00E+00,4.92E+00,3.72E-09,,
1,1,98,2.00E+01,3.69E-09,4.97E+00,-1.29E-01,0.00E+00,4.97E+00,3.69E-09,,
1,1,99,2.00E+01,3.67E-09,5.02E+00,-1.31E-01,1.00E-12,5.02E+00,3.67E-09,,
1,1,100,2.00E+01,3.61E-09,5.07E+00,-1.32E-01,0.00E+00,5.07E+00,3.61E-09,,
1,1,101,2.00E+01,2.16E-07,5.15E+00,5.71E+00,8.00E-02,5.15E+00,2.16E-07,,
1,1,102,2.00E+01,2.38E-07,5.18E+00,5.71E+00,8.00E-02,5.18E+00,2.38E-07,,
1,1,103,2.00E+01,3.16E-07,5.23E+00,5.71E+00,8.00E-02,5.23E+00,3.16E-07,,
1,1,104,2.00E+01,3.92E-07,5.28E+00,5.71E+00,8.00E-02,5.28E+00,3.92E-07,,
1,1,105,2.00E+01,4.50E-07,5.33E+00,5.71E+00,8.00E-02,5.33E+00,4.50E-07,,
1,1,106,2.00E+01,4.90E-07,5.38E+00,5.71E+00,8.00E-02,5.38E+00,4.90E-07,,
1,1,107,2.00E+01,5.15E-07,5.43E+00,5.71E+00,8.00E-02,5.43E+00,5.15E-07,,
1,1,108,2.00E+01,5.32E-07,5.48E+00,5.71E+00,8.00E-02,5.48E+00,5.32E-07,,
1,1,109,2.00E+01,5.42E-07,5.53E+00,5.71E+00,8.00E-02,5.53E+00,5.42E-07,,
1,1,110,2.00E+01,5.52E-07,5.63E+00,5.71E+00,8.00E-02,5.63E+00,5.52E-07,,
1,1,111,2.00E+01,5.54E-07,5.66E+00,5.71E+00,8.00E-02,5.66E+00,5.54E-07,,
1,1,112,2.00E+01,5.56E-07,5.71E+00,5.71E+00,8.00E-02,5.71E+00,5.56E-07,,
1,1,113,2.00E+01,5.57E-07,5.76E+00,5.71E+00,8.00E-02,5.76E+00,5.57E-07,,
1,1,114,2.00E+01,5.57E-07,5.82E+00,5.71E+00,8.00E-02,5.82E+00,5.57E-07,,
1,1,115,2.00E+01,5.58E-07,5.87E+00,5.71E+00,8.00E-02,5.87E+00,5.58E-07,,
1,1,116,2.00E+01,5.58E-07,5.92E+00,5.71E+00,8.00E-02,5.92E+00,5.58E-07,,
1,1,117,2.00E+01,5.57E-07,5.97E+00,5.71E+00,8.00E-02,5.97E+00,5.57E-07,,
1,1,118,2.00E+01,5.57E-07,6.02E+00,5.71E+00,8.00E-02,6.02E+00,5.57E-07,,
1,1,119,2.00E+01,5.57E-07,6.07E+00,5.71E+00,8.00E-02,6.07E+00,5.57E-07,,
1,1,120,2.00E+01,5.57E-07,6.12E+00,5.71E+00,8.00E-02,6.12E+00,5.57E-07,,
1,1,121,2.00E+01,5.57E-07,6.17E+00,5.71E+00,8.00E-02,6.17E+00,5.57E-07,,
1,1,122,2.00E+01,5.57E-07,6.22E+00,5.71E+00,8.00E-02,6.22E+00,5.57E-07,,
1,1,123,2.00E+01,5.57E-07,6.27E+00,5.71E+00,8.00E-02,6.27E+00,5.57E-07,,
1,1,124,2.00E+01,5.57E-07,6.32E+00,5.71E+00,8.00E-02,6.32E+00,5.57E-07,,
1,1,125,2.00E+01,5.57E-07,6.37E+00,5.71E+00,8.00E-02,6.37E+00,5.57E-07,,
1,1,126,2.00E+01,5.57E-07,6.42E+00,5.71E+00,8.00E-02,6.42E+00,5.57E-07,,
1,1,127,2.00E+01,5.57E-07,6.48E+00,5.71E+00,8.00E-02,6.48E+00,5.57E-07,,
1,1,128,2.00E+01,5.57E-07,6.53E+00,5.71E+00,8.00E-02,6.53E+00,5.57E-07,,
1,1,129,2.00E+01,5.57E-07,6.58E+00,5.71E+00,8.00E-02,6.58E+00,5.57E-07,,
1,1,130,2.00E+01,5.57E-07,6.63E+00,5.71E+00,8.00E-02,6.63E+00,5.57E-07,,
1,1,131,2.00E+01,5.57E-07,6.68E+00,5.71E+00,8.00E-02,6.68E+00,5.57E-07,,
1,1,132,2.00E+01,5.57E-07,6.73E+00,5.71E+00,8.00E-02,6.73E+00,5.57E-07,,
1,1,133,2.00E+01,5.58E-07,6.78E+00,5.71E+00,8.00E-02,6.78E+00,5.58E-07,,
1,1,134,2.00E+01,5.58E-07,6.83E+00,5.71E+00,8.00E-02,6.83E+00,5.58E-07,,
1,1,135,2.00E+01,5.58E-07,6.88E+00,5.71E+00,8.00E-02,6.88E+00,5.58E-07,,
1,1,136,2.00E+01,5.58E-07,6.93E+00,5.71E+00,8.00E-02,6.93E+00,5.58E-07,,
1,1,137,2.00E+01,5.58E-07,6.98E+00,5.71E+00,8.00E-02,6.98E+00,5.58E-07,,
1,1,138,2.00E+01,5.59E-07,7.03E+00,5.71E+00,8.00E-02,7.03E+00,5.59E-07,,
1,1,139,2.00E+01,5.59E-07,7.08E+00,5.71E+00,8.00E-02,7.08E+00,5.59E-07,,
1,1,140,2.00E+01,5.59E-07,7.14E+00,5.71E+00,8.00E-02,7.14E+00,5.59E-07,,
1,1,141,2.00E+01,5.59E-07,7.19E+00,5.71E+00,8.00E-02,7.19E+00,5.59E-07,,
1,1,142,2.00E+01,5.60E-07,7.24E+00,5.71E+00,8.00E-02,7.24E+00,5.60E-07,,
1,1,143,2.00E+01,5.60E-07,7.29E+00,5.71E+00,8.00E-02,7.29E+00,5.60E-07,,
1,1,144,2.00E+01,5.60E-07,7.34E+00,5.71E+00,8.00E-02,7.34E+00,5.60E-07,,
1,1,145,2.00E+01,5.61E-07,7.39E+00,5.71E+00,8.00E-02,7.39E+00,5.61E-07,,
1,1,146,2.00E+01,5.61E-07,7.44E+00,5.71E+00,8.00E-02,7.44E+00,5.61E-07,,
1,1,147,2.00E+01,5.61E-07,7.49E+00,5.71E+00,8.00E-02,7.49E+00,5.61E-07,,
1,1,148,2.00E+01,5.62E-07,7.54E+00,5.71E+00,8.00E-02,7.54E+00,5.62E-07,,
1,1,149,2.00E+01,5.62E-07,7.59E+00,5.71E+00,8.00E-02,7.59E+00,5.62E-07,,
1,1,150,2.00E+01,5.62E-07,7.64E+00,5.71E+00,8.00E-02,7.64E+00,5.62E-07,,
1,1,151,2.00E+01,5.63E-07,7.70E+00,5.71E+00,8.00E-02,7.70E+00,5.63E-07,,
1,1,152,2.00E+01,5.63E-07,7.75E+00,5.71E+00,8.00E-02,7.75E+00,5.63E-07,,
1,1,153,2.00E+01,5.63E-07,7.80E+00,5.71E+00,8.00E-02,7.80E+00,5.63E-07,,
1,1,154,2.00E+01,5.64E-07,7.85E+00,5.71E+00,8.00E-02,7.85E+00,5.64E-07,,
1,1,155,2.00E+01,5.64E-07,7.90E+00,5.71E+00,8.00E-02,7.90E+00,5.64E-07,,
1,1,156,2.00E+01,5.65E-07,7.95E+00,5.71E+00,8.00E-02,7.95E+00,5.65E-07,,
1,1,157,2.00E+01,5.65E-07,8.00E+00,5.71E+00,8.00E-02,8.00E+00,5.65E-07,,
1,1,158,2.00E+01,5.65E-07,8.05E+00,5.71E+00,8.00E-02,8.05E+00,5.65E-07,,
1,1,159,2.00E+01,5.66E-07,8.13E+00,5.71E+00,8.00E-02,8.13E+00,5.66E-07,,
1,1,160,2.00E+01,5.66E-07,8.18E+00,5.71E+00,8.00E-02,8.18E+00,5.66E-07,,
1,1,161,2.00E+01,5.67E-07,8.23E+00,5.71E+00,8.00E-02,8.23E+00,5.67E-07,,
1,1,162,2.00E+01,5.67E-07,8.28E+00,5.71E+00,8.00E-02,8.28E+00,5.67E-07,,
1,1,163,2.00E+01,5.67E-07,8.33E+00,5.71E+00,8.00E-02,8.33E+00,5.67E-07,,
1,1,164,2.00E+01,5.68E-07,8.38E+00,5.71E+00,8.00E-02,8.38E+00,5.68E-07,,
1,1,165,2.00E+01,5.68E-07,8.43E+00,5.71E+00,8.00E-02,8.43E+00,5.68E-07,,
1,1,166,2.00E+01,5.69E-07,8.48E+00,5.71E+00,8.00E-02,8.48E+00,5.69E-07,,
1,1,167,2.00E+01,5.69E-07,8.53E+00,5.71E+00,8.00E-02,8.53E+00,5.69E-07,,
